,id,de,ch_sg,ch_be,ch_gr,ch_zh,ch_vs,ch_bs,ch_ag,ch_lu,thema,code_switching
5648,5648,"Am fünften Juli eintausendneunhundertelf ist die Austria ohne Unterbrechung in der höchsten Liga, was außer ihr nur der Lokalrivale SK Rapid Wien geschafft hat.",,,"Am füfta Juli nünzehnölf isch d Austria ohni Unterbrechig in dr höchsta Liga, was usser ihra nur dr Lokalrival SK Rapid Wien gschafft het.",,,,,,random,
5649,5649,"Er dringt mit dem Schlüssel in ihre Wohnung ein und versteckt sich im Wandschrank, als Dorothy unerwartet zurückkehrt.",,,"Er dringt mitem Schlüssel in ihri Wohnig ii und versteckt sich im Wandschrank, wo d Dorothy unerwartet zruckkehrt.",,,,,,random,
5650,5650,"Rune Rebellion verließ Turbonegro im Herbst zweitausendsieben mit der Begründung, sich mehr um seine Familie kümmern zu wollen.",,,"Dr Rune Rebellion het Turbonegro im Herbst zweituusigsieba mit dr Begründig verloh, sich meh um sini Familia kümmera z wella.",,,,,,random,
5651,5651,Des Weiteren hatte sie eine Rolle in dem romantischen Drama Vergiss mein nicht!,,,Witers het sie a Rolla im romantischa Drama Vergiss mein nicht kah!,,,,,,random,
5652,5652,"Die Häuser wurden aus Holzbohlen gebaut und mit Reet gedeckt, wovon es noch viele bis zu dreihundert Jahre alte gibt.",,,"D Hüser sind us Holzbohla baut worda und mit Reet bedeckt, vu wellem es no vieli bis zu dreihundert Johr alti git.",,,,,,random,
5653,5653,"Hierzu tasten die Nestlinge den Boden in ihrer Umgebung mit dem Schnabel ab, sobald sie nach dem Schlupf getrocknet sind.",,,"Dodrzua tastend Nestling dr Boda in ihrer Umgebig mit am Schnabel ab, sobald sie noch am Schlupf tröchnet sind.",,,,,,random,
5654,5654,Mark Knopfler ist dort bei den Songs Cleaning Windows und Aryan Mist zu hören.,,,Dr Mark Knopfler isch döt bi da Songs Cleaning Windows und Aryan Mist z ghöra.,,,,,,random,
5655,5655,Rangwertung bis hinauf zum Boss den man erreichen kann.,,,Rangwertig bis uffa zum Boss wo ma erreicha kann.,,,,,,random,
5656,5656,"Einer der beiden hat sich eine Kellerwohnung gemietet, in der sie sich regelmäßig zum Sex treffen.",,,"Eina vu beidna het sich a Kellerwohnig gmiatet, in wellera sie sich regelmässig zum Sex treffen.",,,,,,random,
5657,5657,Koehlers Sohn Bernhard hatte durch den Münchner Galeristen Franz Josef Brakl einige Bilder Marcs seinem Vater schicken lassen.,,,Am Koehler sin Sohn Bernhard het dur da Münchner Galerist Franz Josef Brakl einigi Bilder vum Marc sinem Vater schicka loh kah.,,,,,,random,
5658,5658,"Mit den Worten Hörst du, Philosoph, diese Worte?",,,"Mit da Wort Ghörsch du, Philosoph, dia Wort?",,,,,,random,
5659,5659,Rush Limbaugh Is a Big Fat Idiot and Other Observations.,,,Rush Limbaugh is a Big Fat Idiot and Other Observations.,,,,,,random,
5660,5660,"Um Vandamms Helfern zu entkommen, die ihn umbringen wollen, stört Thornhill den Auktionsablauf und wird von der Polizei abgeführt.",,,"Zum am Vandamm sina Helfer z entkoh, wo ihn umbringa wennd, stört dr Thornhill dr Auktionsablauf und wird vu dr Polizei abgfüahrt.",,,,,,random,
5661,5661,"Falls Bailey gestorben wäre, hätte Shore eine Anklage wegen Totschlag erwartet.",,,"Falls d Bailey gstorba wär, hetti dr Shore a Aklag weg Totschlag erwartet.",,,,,,random,
5662,5662,"Dies tat er zu der Zeit auch in Stücken von Young Jeezy, DJ Khaled und Mr Hudson.",,,"Das het er zu dera Zit au in Stück vum Young Jeezy, DJ Khaled und Mr Hudson gmacht.",,,,,,random,
5663,5663,"Bis eintausendneunhundertsiebzig folgten zehn weitere Filme unter der Regie von Thiele, so eintausendneunhundertzweiundsechzig Lulu mit Mario Adorf, O. E. Hasse und Hildegard Knef.",,,"Bis nünzehnsiebzig hen zehn witeri Film unter dr Regie vum Thiele gfolgt, so nünzehnzweiasechzig Lulu mit am Mario Adorf, O.E. Hasse und dr Hildegard Knef.",,,,,,random,
5664,5664,Das in den eintausendneunhundertsiebziger Jahren auch in den USA legal im Buchhandel vertriebene Aufklärungsbuch Zeig mal!,,,Ds in da nünzehnsiebziger Johr au in da USA legal im Buachhandel vertriebna Ufklärigsbuach Zeig mal!,,,,,,random,
5665,5665,Die grünen Ume gelten eingelegt als Delikatesse und heißen Umeboshi.,,,Dia grüana Ume gelten igleit als Delikatessa und heissen Umeboshi.,,,,,,random,
5666,5666,"Eines Tages löst sich eine seiner erfundenen Figuren, Hyde, aus der Geschichte heraus und tritt in Jekylls Leben.",,,"Eines Tages löst sich eini vu sina erfundana Figura, Hyde, us dr Gschicht ussa und tritt in Jekyll ihres Leba.",,,,,,random,
5667,5667,"Denn ihr wisst nicht, an welchem Tag euer Herr kommen wird.",,,"Will iar wüssend nit, an wellem Tag eura Herr koh wird.",,,,,,random,
5668,5668,"Auch die Eltern seien umgebracht worden, weil sie der Beziehung und einer Ehe ablehnend gegenübergestanden hätten.",,,"Au d Eltera sigen umbrocht worda, will sie dr Bezüchig und nera Ehe ablehnend geganübergstanda hätten.",,,,,,random,
5669,5669,Danach komponierte er die Musik zum Fantasyfilm Die unendliche Geschichte und zur Anwaltserie Liebling Kreuzberg.,,,Drnoch het er d Musik zum Fantasyfilm Die unendliche Geschichte und zur Awaltserie Liebling Kreuzberg komponiart.,,,,,,random,
5670,5670,"Das Wort Denk steht für Denken und Gedanke, das Wort Gedanke kann also eliminiert werden.",,,"Ds Wort Denk stoht für Denka und Gedanka, ds Wort Gedanka kann also eliminiart werda.",,,,,,random,
5671,5671,"Verzweifelt erzählt er, dass Mahoney durch seine Schuld gestorben ist und er daher keine Möglichkeit hat, um Verzeihung zu bitten.",,,"Verzwiflet verzellt er, dass dr Mahoney dur sini Schuld gstorba isch und er drum kei Möglichkeit het, um Verzeihig zbitta.",,,,,,random,
5672,5672,"Bocuse bezeichnete Eiermann als Arschloch und schrieb dessen Chef, er solle die Anstellung von Eiermann überprüfen.",,,"Dr Bocuse het dr Eiermann als Arschloch bezeichnet und het dem sinem Chef gschrieba, er sölli d Astellig vum Eiermann überprüafa.",,,,,,random,
5673,5673,Durch sie erinnert ihr euch an alle meine Gebote und werdet sie beachten und so eurem Gott heilig sein.,,,Dur sie erinneren iar eu an all mini Gebot und werden sie beachta und so eurem Gott heilig si.,,,,,,random,
5674,5674,"Das lag nicht im Interesse Ottos des Großen, der nun auf Bitten seiner Schwester Gerberga eingriff, um der Übermacht Hugos entgegenzuwirken.",,,"Das isch nit im Interesse vum Otto des Grossen glega, wo jetzt uf Bitta vu sinera Schwöster Gerberga igriffa het, zum dr Übermacht vum Hugo entgegazwürka.",,,,,,random,
5675,5675,Auch Billy soll für eine Aussage gegen die Mörder des Rechtsanwaltes Chapman Begnadigung versprochen worden sein.,,,Au dr Billy söll für a Ussag geg d Mörder vum Rechtsawalt Chapman Begnadigung versprocha worda sii.,,,,,,random,
5676,5676,Diese Rufe sind bei ruhigem Wetter mehrere Hundert Meter weit hörbar.,,,Dia Rüaf sind bi ruhigem Wetter mehreri Hundert Meter wiit hörbar.,,,,,,random,
5677,5677,Das Lied mit dem Titel Fröhlich zieh ich meine Straße wurde eintausendneunhundertvierundsiebzig veröffentlicht.,,,Ds Liad mitem Titel Fröhlich zieh ich meine Strasse isch nünzehnvierasiebzig veröffentlicht worda.,,,,,,random,
5678,5678,"Wenn man sich heute in vielen Clubs bestimmte Songs wünscht, dann wirst du oft dumm angeguckt.",,,"Wemma sich hüt in vielna Clubs bestimmti Songs wünscht, denn wirsch oft dumm agluagt.",,,,,,random,
5679,5679,Bei den Latin Grammy Awards zweitausendsieben war sie mit Daddy Yankee für Impacto nominiert.,,,Bi da Latin Grammy Awards zweituusigsieba isch sie mitem Daddy Yankee für Impacto nominiart worda.,,,,,,random,
5680,5680,Gestiftet wurde das Kloster Fahr im Jahre eintausendeinhundertdreißig durch die Freiherren von Regensberg.,,,Gstiftet isch ds Kloster Fahr im Johr ölfdrissig dur d Freiherra vu Regensburg worda.,,,,,,random,
5681,5681,In den frühen Jahren der Kolonien waren Spirituosen wie Rum oder Gin deutlich beliebter.,,,In da früaha Johr vu da Kolonia sind Spirituosa wia Rum oder Gin dütlich beliabter gsi.,,,,,,random,
5682,5682,"Als Folge des Satzes von Rice kann nicht festgestellt werden, ob noch referenzierte Objekte jemals wieder benutzt werden.",,,"Als Folg vum Satz von Rice kann nit festgstellt werda, ob no referenziarti Objekt jemols wieder benutzt werden.",,,,,,random,
5683,5683,"Einer der erfolgreichsten Stücke dieser Art ist das Lied Yeah von Usher, Ludacris und Lil Jon.",,,"Eina vu da erfolgrichsta Stuck vu dera Art isch ds Liad Yeah vum Usher, Ludacris und Lil John.",,,,,,random,
5684,5684,Das dritte Album All For You war eintausendneunhundertsechsundneunzig für einen Grammy nominiert und hielt sich über siebzig Wochen in den Billboard Traditional Jazz Charts.,,,Ds dritta Album All For You isch nünzehnsechsanünzig für an Grammy nominiart worda und het sich über siebzig Wucha in da Billboard Traditional Jazz Charts ghalta.,,,,,,random,
5685,5685,"Sie ist munter, verschmitzt oder komisch angelegt.",,,Sie isch munter verschmitzt oder komisch agleit.,,,,,,random,
5686,5686,"Albert Rust, die als einzige zu keiner Minute Einsatzzeit kamen, im Kader.",,,"Alber Rust, wo als einzigi zu keinera Minuta Isatzziit koh sind, im Kader.",,,,,,random,
5687,5687,"Das Schleppen ist anstrengender als das Transportieren, da der Retter nicht alle Körperteile zum Schwimmen benutzen kann.",,,"Ds Schleppa isch astrengender als ds Transportiara, will dr Retter nit alli Körperteil zum Schwimma benutza kann.",,,,,,random,
5688,5688,"Erst zweitausendsieben wurde die größte Vertreterin der Speikobras, die ostafrikanische Naja ashei, beschrieben.",,,"Erst zweituusigsieba isch dia grösst Vertreterin vu da Speikobras, dia ostafrikanischa Naja ashei, beschrieba worda.",,,,,,random,
5689,5689,"Alexander, Berlin zweitausendeins Die Ferien des Monsieur Hulot.",,,"Alexander, Berlin zweituusigeins. D Feria vum Monsieur Hulot.",,,,,,random,
5690,5690,Das Wappen wurde am fünfundzwanzigsten Januar eintausendneunhundertachtzig durch Bescheid der Regierung der Oberpfalz genehmigt.,,,Ds Wappa isch am füfazwanzwigsta Januar nünzehnachtzig dur Bescheid vur Regiarig vur Oberpfalz gnemigt worda.,,,,,,random,
5691,5691,"Seufzend steh ich schuldbefangen, Schamrot glühen meine Wangen, Lass mein Bitten Gnad erlangen.",,,"Süfzend stohn i schuldbefanga, Schamrot glüahen mini Wanga, Lohn mis Bitta Gnad erlanga.",,,,,,random,
5692,5692,"Eben deßhalb müsst ihr euch keine Namen geben, welche dieser Universalität widersprechen.",,,"Eba drum müand iar eu kei Näma, welli dera Universität widersprechen, geh.",,,,,,random,
5693,5693,"Das Fruchtfleisch ist weich, stark saftend, sehr süß und aromatisch, leicht bitter und gut steinlösend.",,,"Ds Fruchtfleisch isch weich, stark saftend, sehr süass und aromatisch, liicht bitter und guat steilösend.",,,,,,random,
5694,5694,Die Angüsse können je nach Belieben heiß oder kalt ausgeführt sein.,,,D Agüss könn je noch Belieba heiss oder kalt usgfüahrt sii.,,,,,,random,
5695,5695,Doch dann legten die Produzenten Albert R. Broccoli und Harry Saltzman das Projekt auf Eis.,,,Aber denn hen d Produzenta Albert R. Broccoli und Harry Saltzman ds Projekt uf iis gleit.,,,,,,random,
5696,5696,"Hat der Niesen einen Kragen, darfst du es eben auch noch wagen.",,,"Het dr Niesen an Kraga, dörfsch dus eba au no woga.",,,,,,random,
5697,5697,Ich erzähl dir mal etwas über Freundschaften im Söldnergeschäft.,,,I verzell diar mol öpis über Fründschafta im Söldnergschäft.,,,,,,random,
5698,5698,"Wie inzwischen bekannt ist, wirkte Dahl in den USA auch als Agent des britischen Geheimdienstes.",,,"Wia inzwüscha bekannt isch, het dr Dahl in da USA au als Agent vum britischa Geheimdianst diant.",,,,,,random,
5699,5699,Wie Charlotte leidet auch er an Schlaflosigkeit und fühlt sich in Tokio fremd und verloren.,,,Wia d Charlotte liidet au er an Schloflosigkeit und fühlt sich in Tokio fremd und verlora.,,,,,,random,
5700,5700,"O wie wunderbar hat dein Erbarmen uns begnadet, umsonst wären wir geboren, hätte uns nicht der Erlöser gerettet!",,,"Oh wia wunderbar het dis Erbarma üs begnadet, für nüt wäremer gebora, hätti üs nit dr Erlöser grettet!",,,,,,random,
5701,5701,"Tust Du das und hältst ihn, so bist Du für mich erledigt.",,,"Tuasch Du das und hebsch ihn, so bisch Du für mi erledigt.",,,,,,random,
5702,5702,Natürlich war es eine große Ehre und doch ging Murasaki nur widerwillig und kehrte nach kurzer Zeit wieder nach Hause zurück.,,,Natürlich isches a grossi Ehr gsi aber glich isch dr Murasaki nur widerwillig ganga und isch noch kurzer Ziit wieder Hei zruckkehrt.,,,,,,random,
5703,5703,"Bei den Schafen gib mir Weide, Von der Böcke Schar mich scheide, Stell mich auf die rechte Seite.",,,"Bi da Schof gib mer Weida, Vur Schar vu da Böck scheid mi, Stell mi uf dia rechti Siita.",,,,,,random,
5704,5704,Mittelpunkt der Ansiedlung Berg Fidel ist das in den zweitausender Jahren renovierte LEG Einkaufszentrum.,,,Mittelpunkt vur Asiedlig Berg Fidel isch ds in da zweituusiger Johr renoviarta LEG Ikuafszentrum.,,,,,,random,
5705,5705,Sie ersetzte eintausendachthundertsechsunddreißig den Vorgängerbau und wurde nach Plänen von Heinrich Hübsch errichtet.,,,Sie het achtzehnsechsadrissig dr Vorgängerbau ersetzt und isch noch Plän vum Heinrich Hübsch errichtet worda.,,,,,,random,
5706,5706,"Dadurch entsteht ein Überdruck, der das heiße Wasser im Kessel durch das Kaffeepulver im Trichtereinsatz drückt.",,,"Dur das entstoht an Überdruck, wo ds heissa Wasser im Kessel dur ds Kaffeepulver im Trichterisatz druckt.",,,,,,random,
5707,5707,"Auf die Aussage des Richters, hoffentlich werde er im Himmel gut aufgenommen, erwiderte Kelly, er werde ihn dort bald wiedersehen.",,,"Uf d Ussag vum Richter, hoffentlich werdi er im Himmel guat ufgnoh, het dr Kelly erwideret, er werdi ihn döt bald wiedergseh.",,,,,,random,
5708,5708,Diese Bänder wurden mit einem Magnetkopf sequentiell gelesen und geschrieben.,,,Dia Bänder sind mit nem Magnetknopf sequentiell glesa und gschrieba worda.,,,,,,random,
5709,5709,Jedoch wurde er erwischt und Carmack musste in eine Erziehungsanstalt.,,,Jedoch ischer verwütscht worda und dr Carmack het in a Erzühigsastalt müassa.,,,,,,random,
5710,5710,"Ich schwöre vor Gott, bei meiner Ehre und bei meinem Leben, dass ich allen Weisungen und Befehlen widerspruchslos folgen werde.",,,"I schwöra vor Gott, bi minera Ehr und bi minem Leba, dass i allna Wiisiga und Befehl widerspruchslos folga werd.",,,,,,random,
5711,5711,Laut Herodot wussten die Griechen nichts vom Vorrücken der Perser und hielten weiterhin Rat.,,,Lut am Herodot hen d Griacha nüt vum Vorrücka vu da Perser gwüsst und hen witerhin Rot ghalta.,,,,,,random,
5712,5712,Charakteristisch ist die reiche Süße bei niedrigem Alkoholgehalt und ein feiner Honigton.,,,Charakteristisch isch dia riichi Süassi bi niedrigem Alkoholghalt und an fiina Honigton.,,,,,,random,
5713,5713,"Da dieser eintausenddreihundertneunundneunzig jedoch erst acht Jahre alt und damit viel zu jung für die Königswürde war, wurde er übergangen.",,,"Do de nünzehnnünanünzig jedoch erst acht Johr alt und drmit viel z jung für d Königswürd gsi isch, isch er überganga worda.",,,,,,random,
5714,5714,"Denkt an eure Frauen und Kinder, die auf euren Schutz zählen.",,,"Denken an euri Fraua und Kinder, wo uf eura Schutz zellen.",,,,,,random,
5715,5715,"In der Deutschschweiz wird Tschüss unter Freunden gelegentlich auch zur Begrüssung verwendet, wohl in Analogie zur Verwendung von Tschau.",,,"In dr Dütschschwiz wird Tschüss unter Fründa glegentlich zur Begrüassig verwendet, wohl in Analogie zur Verwendig vu Tschau.",,,,,,random,
5716,5716,FC Nürnberg gewechselten Torjäger Horst Schade und Max Morlock.,,,FC Nürnberg gwechsleti Torjäger Horst Schade und Max Morlock.,,,,,,random,
5717,5717,"Dabei führte die KI einen Anruf bei einem Friseursalon, einem Restaurant usw.",,,"Drbi het d KI an Aruaf binem Coiffeursalon, nem Restaurant usw. gfüahrt.",,,,,,random,
5718,5718,Der letzte Umbau an dem Haus erfolgte eintausendsiebenhundertsiebenundneunzig Hau Hau ist mit ca.,,,Dr letschti Umbau an dem Hus isch siebzehnsiebananünzig erfolgt. Hau Hau isch mit ca.,,,,,,random,
5719,5719,Er ist nach dem zweitausendvier verstorbenen Spieleautor und Ehrenzunftmeister Alex Randolph benannt.,,,Er isch noch am zweituusigvier verstorbena Spielautor und Ehrazunftmeister Alex Randolph benannt.,,,,,,random,
5720,5720,"Einerseits vermisst sie ihren Ziehvater Viktor, andererseits muss sie sich der Nachstellungen dessen Stellvertreters Kraven erwehren.",,,"Einersiits vermisst sie ihra Züchvater Viktor, anderersiits muass sie sich da Nochstelliga vu dem sinem Stellvertreter Kraven erwehra.",,,,,,random,
5721,5721,Seine Majestät der König von Preußen hat Mir den Krieg erklärt.,,,Sini Majestät dr König vu Preussen het Miar dr Kriag erklärt.,,,,,,random,
5722,5722,"Nach drei Semestern zog sie nach Los Angeles, wo der Musiker Jimmy Rowles ihr Klavierspiel verfeinerte und sie an den Gesang heranführte.",,,"Noch drei Semester isch sie noch Los Angeles zoga, wo dr Musiker Jimmy Rowles ihres Klavierspiel verfiineret het und sie an da Gsang anagfüahrt het.",,,,,,random,
5723,5723,"In vielen Fertigarzneimitteln wird die Baldrianwurzel auch mit anderen beruhigend wirkenden Drogen kombiniert, z.",,,In vielna Fertigarzneimittel wird d Baldrianwurzla au mit andera beruhigend wirkenda Droga kombiniart.,,,,,,random,
5724,5724,"Frau John, die bereits vorher im Schlaf geredet hat, wacht auf, ist aber weiterhin stark verwirrt und ruft nach Bruno.",,,"Frau John, wo schu vorher im Schlof gredet het, wacht uf, isch aber witerhin starkt verwirrt und rüaft nocham Bruno.",,,,,,random,
5725,5725,Er übergibt es bei der örtlichen Polizei an Detective John Williams.,,,Er übergits bir örtlicha Polizei an da Detective John Williams.,,,,,,random,
5726,5726,"Sein bekanntestes Lied ist So ein Tag, so wunderschön wie heute!",,,"Sis bekanntista Liad isch So ein Tag, so wunderschön wie huete!",,,,,,random,
5727,5727,"Nachdem Thanner eintausendneunhundertsiebenundneunzig ermordet worden war, wurde Schimanski von der Düsseldorfer Staatsanwaltschaft erstmals wieder nach Duisburg gerufen.",,,"Nochdem dr Thanner nünzehnsiebananünzig ermordet worda isch, isch dr Schimanski vur Düsseldorfer Staatsawaltschaft erstmols wieder noch Duisburg gruafa worda.",,,,,,random,
5728,5728,"Wie sehr liebst du diese deine äußeren Augen, und wie sehr vernachlässigst du jenes innere Auge.",,,"Wia sehr liabsch du dia dini üssera Auga, und wia sehr vernochlässigsch du dis innera Aug?",,,,,,random,
